Year,Access_Electricity,Agriculture_GDP,Battle_Deaths,CO2_Emissions,Education_Expenditure,Exports_GDP,FDI_Inflows_GDP,GDP_Growth,GDP_USD,Health_Expenditure,Imports_GDP,Industry_GDP,Inflation,Internet_Usage,Life_Expectancy,Manufacturing_GDP,Mobile_Subscriptions,Oil_Rents,Population,Population_Growth,Services_GDP,Unemployment,Trade_Balance_GDP,Trade_Openness,Industry_Non_Mfg_GDP,GDP_Growth_Lag1,Inflation_Lag1,Oil_Rents_Lag1,GDP_Growth_Roll3,Inflation_Roll3,Log_GDP_USD,Log_Population,Log_CO2_Emissions
2001-01-01,98.63796997,9.749419994,642.0,78645.5,4.902119994,36.68930544,2.033266386,2.999999999,54744697926.0,3.83787704,22.01685879,49.19828261,4.225988349,0.646114017,70.823,40.2337955,0.320502702,16.71977136,31200985.0,1.375930803,35.76805257,27.3,14.672446649999998,58.70616423,8.96448711,3.800000002,0.339163189,20.20389451,3.3333338516666635,2.403554224,24.725946359437597,17.255960254844464,11.272718406542635
2002-01-01,98.62735748,9.224982107,539.0,82404.3,4.8213914120000005,35.50453671,1.876239118,5.599999996,56760355865.0,3.7300415,25.62963474,48.30065537,1.418301923,1.59164126,71.23,38.77373461,1.423710128,17.70370677,31624696.0,1.348866952,36.05246162,25.9,9.874901970000003,61.134171450000004,9.526920760000003,2.999999999,4.225988349,16.71977136,4.13333333233333,1.994484487,24.76210395888033,17.26944892393839,11.319405034217445
2003-01-01,98.61521149,9.810558037,670.0,88188.9,4.74066283,38.24882942,0.939901028,7.200000001,67863850334.0,3.60104108,23.87594361,49.98314079,4.268953958,2.195359731,71.287,41.06504534,4.51376415,19.67863267,32055883.0,1.354238911,34.44330611,23.72,14.37288581,62.12477303,8.918095450000003,5.599999996,1.418301923,17.70370677,5.26666666533333,3.3044147433333335,24.9407693340828,17.282991312624237,11.387247722966174
2004-01-01,98.60852814,9.440477389,397.0,89492.7,4.659934248000001,40.0532239,1.036824406,4.3,85332581189.0,3.5440731,25.64819794,51.49832082,3.961800303,4.634475088,71.762,42.84511093,15.0181054,22.12697333,32510186.0,1.407273215,33.58392758,17.65,14.40502596,65.70142184,8.653209890000007,7.200000001,4.268953958,19.67863267,5.6999999989999965,3.2163520613333336,25.16982217853933,17.29706404433983,11.401923510723927
2005-01-01,98.61431885,7.691314872,217.0,94187.8,4.579205666,47.20519509,1.120174442,5.899999997,103198000000.0,3.23516107,24.07340587,56.5538885,1.382446567,5.843942092,72.061,48.7973262,41.45244865,27.91411415,32956690.0,1.364081963,30.96015543,15.27,23.131789219999998,71.27860095999999,7.756562299999999,4.3,3.961800303,22.12697333,5.79999999933333,3.204400276,25.35991530997081,17.310704863548214,11.45305655752974
2006-01-01,98.7,7.543077591,255.0,99808.7,4.498477084,48.81068655,1.573137475,1.700000006,117027000000.0,3.35510349,21.91932588,58.1285649,2.311499185,7.375984956,72.334,49.87942321,62.80216467,29.53439355,33435080.0,1.441137296,30.95907658,12.27,26.89136067,70.73001243,8.249141690000002,5.899999997,1.382446567,27.91411415,3.9666666676666638,2.5519153516666666,25.485670514360358,17.32511623607832,11.511020651965264
2007-01-01,98.68524933,7.570625794,472.0,102750.2,4.417748502,47.06816484,1.249646612,3.399999997,134977000000.0,3.82141757,24.8699642,56.68648158,3.678995747,9.451190626,72.602,47.80111722,81.10540402,27.92670877,33983827.0,1.627908677,33.22284694,13.79,22.198200640000003,71.93812904,8.885364359999997,1.700000006,2.311499185,29.53439355,3.666666666666664,2.457647166333333,25.628370230507198,17.341395322365667,11.540065811122401
2008-01-01,99.3,6.586675992,339.0,107745.5,4.33701992,47.973343,1.543038734,2.399999999,171001000000.0,4.20188284,28.71117516,57.8354418,4.858590628,10.18,72.941,48.95478003,78.19436226,29.10864013,34569592.0,1.708971675,33.3851849,11.33,19.26216784,76.68451816,8.880661769999996,3.399999997,3.678995747,27.92670877,2.5000000006666636,3.616361853333333,25.864935241391038,17.358485038614734,11.587536524839816
2009-01-01,98.82485962,9.343365411,505.0,112172.2,5.162164211,35.37165186,2.001975542,1.599999999,137211000000.0,5.35939837,35.95267869,46.9481768,5.737060361,11.23,73.62,35.86954286,92.99292417,19.90462637,35196037.0,1.795903932,40.75835484,10.16,-0.581026829999999,71.32433055,11.078633939999996,2.399999999,4.858590628,29.10864013,2.466666664999997,4.7582155786666664,25.64478572395876,17.37644407741515,11.6277993843593
2010-01-01,98.91090393,8.466443577,236.0,114179.4,5.987308502,38.44454735,1.42696331,3.600000001,161207000000.0,5.11716986,31.42211391,49.9674271,3.911061955,12.5,73.808,39.03524177,91.42082361,21.99399932,35856344.0,1.858701991,39.24603997,9.96,7.02243344,69.86666126,10.932185330000003,1.599999999,5.737060361,19.90462637,2.5333333329999967,4.835570981333333,25.80595509039995,17.395031096797172,11.64553493275261
2011-01-01,99.00265503,8.11058988,267.0,120784.9,6.812452793,38.78811864,1.285534317,2.899999998,200013000000.0,5.26748085,28.68618309,49.14014652,4.524211505,14.9,74.123,39.59350399,97.46161442,25.02600961,36543541.0,1.898394281,40.46683381,9.96,10.10193555,67.47430173000001,9.54664253,3.600000001,3.911061955,21.99399932,2.6999999993333303,4.724111273666666,26.021648201387038,17.414015039082155,11.701774835816021
2012-01-01,98.76466047,8.770686355,256.0,134934.2,7.637597084,36.89054781,0.71769303,3.400000003,209059000000.0,6.00050974,28.51443139,47.36116836,8.891450911,18.2,74.202,37.75906102,100.7169538,22.6025383,37260563.0,1.943102134,40.50448382,10.97,8.376116420000002,65.4049792,9.602107340000003,2.899999998,4.524211505,25.02600961,3.300000000666664,5.775574790333333,26.06588234572852,17.43344605989916,11.81254994218369
2013-01-01,99.18792725,9.851117128,147.0,139024.1,7.29229641,33.20989789,0.806601359,2.8,209755000000.0,6.03576279,30.40092579,43.90409997,3.25423911,22.5,74.615,33.54889581,103.9905106,20.87243139,38000626.0,1.966715818,42.20424787,9.82,2.808972100000002,63.610823679999996,10.35520416,3.400000003,8.891450911,22.6025383,3.0333333336666635,5.556633841999999,26.069206019916642,17.453113217554538,11.842409771350598
2014-01-01,99.27455139,10.28639707,107.0,147735.2,7.31870079,30.48765721,0.702589361,3.799999998,213810000000.0,6.54721403,31.9266588,41.94030182,2.916926921,29.5,75.11,30.93603438,111.7079111,19.31672947,38760168.0,1.97904881,43.8892416,10.21,-1.4390015900000002,62.41431600999999,11.004267440000003,2.8,3.25423911,20.87243139,3.3333333336666637,5.020872313999999,26.088353607132976,17.472903705142453,11.90318352989097
2015-01-01,99.35619354,11.57870734,110.0,156273.0,7.962967396,23.17177801,-0.32401219,3.700000001,165979000000.0,6.97849178,36.52335059,35.38269671,4.784447007,38.2,75.622,23.17309737,109.3176407,11.74590319,39543154.0,1.999946051,48.51916562,11.21,-13.35157258,59.695128600000004,12.209599339999997,3.799999998,2.916926921,19.31672947,3.4333333329999967,3.651871012666666,25.835127111282322,17.492903165138557,11.959366155803377
2016-01-01,99.43369293,12.2200948,86.0,154654.3,7.344342709,20.87248521,1.023696078,3.200000002,160034000000.0,6.60749817,35.05318267,34.24888957,6.397694803,42.94552688,75.732,21.68468255,116.6140394,10.02621891,40339329.0,1.993431689,49.29318253,10.2,-14.180697459999998,55.92566788,12.564207020000001,3.700000001,4.784447007,11.74590319,3.5666666669999967,4.699689576999999,25.79865212961156,17.512837481527423,11.94895404846035
2017-01-01,99.53002167,11.75608873,60.0,157704.4,6.401838303,22.63223229,0.723259983,1.299999998,170097000000.0,6.27938414,32.68917073,36.33045168,5.59111591,47.69105515,75.743,23.91903953,111.4475314,12.15657413,41136546.0,1.957002471,47.63570757,10.334,-10.05693844,55.321403020000005,12.411412150000004,3.200000002,6.397694803,10.02621891,2.7333333336666636,5.591085906666666,25.859634699514274,17.532407505754513,11.968484014596964
2018-01-01,99.63774109,11.87437174,33.0,164534.1,6.324539185,25.86118126,0.838208409,1.200000001,174911000000.0,6.16302586,32.20437885,38.80550175,4.269990205,49.03846808,76.066,26.55061662,112.4675177,15.94280818,41927007.0,1.903325428,45.28746905,10.416,-6.343197589999999,58.06556010999999,12.254885129999998,1.299999998,5.59111591,12.15657413,1.9000000003333304,5.4196003059999995,25.88754311008076,17.5514407595773,12.010879200286782
2019-01-01,99.5,12.33695281,29.5,170582.4,6.036906719,22.71441254,0.804144058,0.999999998,171760000000.0,6.25170851,29.0953259,36.84451859,1.951768211,58.97757455,76.474,23.85927942,106.3696091,14.14210315,42705368.0,1.839444886,46.40003512,10.495,-6.380913359999997,51.809738440000004,12.98523917,1.200000001,4.269990205,15.94280818,1.1666666656666638,3.937624775333333,25.86936399052276,17.56983520799945,12.046979605671178
2020-01-01,99.71877289,13.7842387,26.0,161563.0,7.042397499,17.4699219,0.784884281,-5.099999998,145744000000.0,6.32117987,27.86073421,32.51952438,2.415130941,63.94999611,74.453,18.70227148,104.842178,9.038413797,43451666.0,1.732456728,49.49098604,12.248,-10.390812310000001,45.33065611,13.8172529,0.999999998,1.951768211,14.14210315,-0.9666666663333364,2.8789631189999993,25.705117494955726,17.58715977487758,11.992656627974474
2021-01-01,99.78782654,12.17565774,26.0,161563.0,6.299347401,26.73454321,0.531680715,3.4,163472000000.0,6.32117987,26.46098382,38.94281069,7.226063074,70.77,76.377,26.54703727,106.4235366,14.46156546,44177969.0,1.657703201,44.59833419,11.747,0.27355938999999907,53.195527029999994,12.395773420000001,-5.099999998,2.415130941,9.038413797,-0.2333333333333365,3.864320741999999,25.819907558801596,17.603736806507648,11.992656627974474
